category,problem,group,Institution_name,Item,Supplier_name,Unit_price,Quantity,UOM,Date_order,Date_payments,pay_num,order_num,Id
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Supply and Install automatic fire detection system at Covid-19 isolation wards at Kopanong Hospital,Dot Fire Cc,0.0,0.00,Other UOM,2020-04-20,2020-11-27,821733,822376.5,97
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Installation medical air points for Covid-19 at ward 9 at Dr Yususf Dadoo Hospital,Mmanyaku Trading 1,0.0,0.00,Other UOM,2020-05-21,2020-10-26,844111,844110.72,98
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Electrical refurbishment of ward 20 at Tembisa Hospital,Botho Pty  Ltd Avax  Sa 222 Jv,0.0,0.00,Other UOM,2020-05-14,2020-05-08,848389,850127.28,99
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Installation of medical gas points in surgical ward B for Covid 19  at Bertha Gxowa Hospital,Makgelm Investments,0.0,0.00,Other UOM,2020-05-28,2020-10-26,884423,679410.06,100
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Supply and install new oxygen points for Covid-19 in ward  medical gas term contract at Dr Yusuf Dadoo Hospital,Ramoyadi Air Conditioning Jv Transtech Trading And Projects,0.0,0.00,Other UOM,2020-07-17,2021-07-01,886196,886196.02,101
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Supply and install new IP CCTV Cameras at Covid-19 isolation wards,Boal  Electrical Services,0.0,0.00,Other UOM,2020-04-20,2020-10-26,933605,936778.5,102
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Installation of a new power supply from substation b to masquise due to Covid-19,Elroi Trading Enterprise Cc,0.0,0.00,Other UOM,2020-03-04,2020-08-05,950186,1140000.0,103
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_High quality disposable coverralls,Mass Build,0.0,1000 coveralls,Other UOM,2020-01-04,2020-12-15,985125,985125.0,104
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Dispenser Dismed touchless sanitiser,Keo Group,10273.32,144.00,Each,,,986242,1479362.4,105
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Supply and install new mobile parkhome for Covid-19 screening at Leratong Hospital,Kkl It Solutions And Projects,0.0,0.00,Other UOM,2020-09-06,2020-12-11,1222174,1222174.41,106
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Installation of partitioning in cubicles and creation of shower at peads and creche department at Bertha Gxowa Hospital,Thato Ya Bogotsi Investment,0.0,0.00,Other UOM,2020-05-26,2021-07-01,1271176,1075313.26,107
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Rewiring of Covid 19 isolation ( Old creche building ) at Kopanong Hospital,Brunel T/A Matarelwa Construction And Civil,0.0,0.00,Other UOM,2020-04-20,2020-10-12,1381153,1391309.64,108
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,0,0,0.0,0.00,0,,,1406611,0.0,109
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,"Infrastructure_Deep Cleaning of Mamelodi Hospital Workshop, 18 Rissik Street and Thelle Mogoarane",Mafanisa A Trading,108.8,11568.00,per m2,,,1447388,1447388.16,110
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Container Sanitizer 25 Litres,Matimba Yeru Energy,5794.05,560.00,25 Litre,,,2163196,2163196.0,111
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Fumigation Services,Cocase South Africa,12.0,2809728.00,per m2,,2020-09-23,2311504,0.0,112
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,"Infrastructure_Refurbishment of family medicine ward to Covid-19 ward, casualty, ward 13, 11, ANC at Tembisa Hospital",Nsk Electrical Jv Mat-Classic Investments,0.0,0.00,Other UOM,2020-01-04,2020-10-22,2662572,2982780.0,113
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Emergenct renovation at maternity ward 59 to be converted to a Covid -19 ward at CHBAH,Glen And Dimakatso Trading And Projects And  Ayo Adekoya / Mainfirm Investments Jv,0.0,0.00,Other UOM,2020-05-26,2020-10-22,2944042,3000000.0,114
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Emergency provision for isolation partitioning at Covid -19 designated areas at Thelle Mogoerane,Baphatsime Construction And Cleaning Projects,0.0,0.00,Other UOM,2020-05-08,2021-01-21,3558411,7793866.9,115
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Repairs and upgrade at ward 14 for decanting at CHBAH,Bogart Building Construction,0.0,0.00,Other UOM,2020-04-30,2020-03-12,3842054,7126803.75,116
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Screen walls on section of mortuary entrance at CHBAH,Royal Andy Trading Enterprise,0.0,0.00,Other UOM,2020-12-05,2020-09-17,3896156,3896156.0,117
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Emergency HVF and  Airborne disease separation for ward 27 at CHBAH,Kamoso Projects,0.0,0.00,Other UOM,2020-04-24,2020-09-07,4877823,4877823.0,118
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Renovation at ward 60 for Covid-19 at CHBAH,Go Tlala Seatla Construction And Projects,0.0,0.00,Other UOM,2020-07-29,2020-10-26,5179248,5173163.25,119
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Refurbishment of ward 18 for Covid -19 complies at Tembisa Hospital,Wintergreen Construction And Transport,0.0,0.00,Other UOM,2020-01-04,2020-11-19,5702640,6000000.0,120
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Wooden floor at all tents in CHBAH,Royal Andy Trading Enterprise,0.0,0.00,Other UOM,2020-05-26,2020-07-24,5816183,5816182.5,121
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Latex gloves box of 100 and Surgicalmask box of 50,Mass Build,0.0,50 Boxes and 100 Boxes,Other UOM,2020-01-04,2020-12-15,5827500,5827500.0,122
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Supply and Installation of O2 and LP medical air at Chris Hani Baragwanath Academic Hospital,Advanced  Plasma Engineering,0.0,0.00,Other UOM,2020-10-07,2021-07-01,6575872,7930000.0,123
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Screen walls for Covid -19 wards at CHBAH,Royal Andy Trading Enterprise,0.0,0.00,Other UOM,2020-07-05,2020-07-24,6955539,6955593.0,124
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Installation service and repair of HVAC units for Covid-19 wards at Kopanong Hospital,Lovers Refrigeration And Electrical Repairs,0.0,0.00,Other UOM,2020-05-13,2020-09-07,7266822,10112382.24,125
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Fumigation Services,Akane Trading And Projects,25.38,302508.00,per m2,,,7677651,5118434.0,126
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Temporary installation of medical gasses for Covid 19 wards at Tembisa Hospital,Wintergreen Construction And Transport,0.0,0.00,Other UOM,2020-01-04,2020-07-29,8098011,9300000.0,127
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,"Infrastructure_Refurbushment of family medicine ward, casuality, ward 13 and 11, ANC and public Toilets at Tembisa Hospital",Mulga Trading,0.0,0.00,Other UOM,2020-01-04,2020-07-24,8399220,8400000.0,128
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Supply and installation of air condition for Covid-19 tents at CHBAH,Taroworx Pty Ltd,0.0,0.00,Other UOM,2020-04-24,2020-11-19,11086351,11100000.0,129
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Total renovation at ward 21  for Covid-19 patients at  CHBAH,Leano Construction Solutions Pty Ltd,0.0,0.00,Other UOM,2020-08-06,2020-09-23,11123965,11124271.96,130
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Fumigation Services,Tes Cleaning,35.97,351864.00,per m2,,,11611482,7741008.0,131
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,"Infrastructure_Emergency services required for building, electrical, and merchanical repairs , alterations during the covid -19 outbreak and lockdown period at CHBAH",Khabaludaka Construction,0.0,0.00,Other UOM,2020-03-25,2020-02-06,11660102,11700000.0,132
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Supply and Insallation of medical gas points for Covid-19 wards at Kopanong Hospital,Sbio Electro Mechanical And Technical Services,0.0,0.00,Other UOM,2020-06-19,2020-07-30,11972394,11972391.0,133
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Covid 19 building renovations at old creche in Kopanong Hospital,Kkl It Solutions And Projects,0.0,0.00,Other UOM,2020-05-26,2020-09-23,13223400,14945990.16,134
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Renovation of ward 44 to be high care for Covid -19 at CHBAH,Ayo Adekoya Trading Enterprise / Mainfirm Investments,0.0,0.00,Other UOM,2020-05-21,2020-09-17,13870169,15650783.4,135
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Total renovation for Covid-19 patients at ward 22 in CHBAH,Sks Business Solutions Cc,0.0,0.00,Other UOM,2020-08-06,2020-09-23,13879512,13897007.6,136
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Container Sanitizer 25 Litres,Shwabada Holdings,301.89,100000.00,1 Litre,,,20125000,20125000.0,137
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Fumigation Services,Lucage Trading And Projects,39.0,812349.00,per m2,,,31681611,21121074.0,138
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Fumigation Services,Ambroser Solutions,31.5,3045924.00,per m2,,,89725313,63964404.0,139
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Fumigation Services,Cocase South Africa,36.0,2809728.00,per m2,,,101150208,67435472.0,140
Orders flagged by media,Data Mistake,GDID - miscalculation,Gauteng - infrastructure development,Infrastructure_Fumigation Services,Keo Group,30.75,3898821.00,per m2,,,113169475,79925830.0,141
Potential orders to investigate,Data Mistake,Negative order or payment amount,Mpumalanga - health,Infrastructure,Thulatsepo General Trading,754140.69,1.00,Other UOM,2020-08-24,2020-10-14,-754141,754140.69,142
Potential orders to investigate,Data Mistake,Negative order or payment amount,Defence,PPE015 Non-sterile examination gloves,Mmnd Engineering,12.0,3 000,Box of 100,2020-08-25,2020-09-07,-649399,-649399.0,143
Potential orders to investigate,Data Mistake,Negative order or payment amount,Defence,PPE015 Non-sterile examination gloves,Ivukosi,376.5,3 000,Box of 100,2020-08-13,2020-08-18,-649399,-649399.0,144
Potential orders to investigate,Data Mistake,Negative order or payment amount,Defence,PPE001 Surgical masks for patients,Love Didi M. Trading,375.0,3 000,Box of 100,2020-08-25,2020-09-04,-648303,-648303.0,145
Potential orders to investigate,Data Mistake,Negative order or payment amount,Defence,PPE015 Non-sterile examination gloves,3D Medical,11.0,3 000,Box of 100,2020-08-25,2020-09-03,-647208,-647208.0,146
Potential orders to investigate,Data Mistake,Negative order or payment amount,Defence,PPE015 Non-sterile examination gloves,Asikulibali Trading,374.0,3 000,Box of 100,2020-08-13,2020-08-18,-647208,-647208.0,147
Potential orders to investigate,Data Mistake,Negative order or payment amount,Defence,PPE015 Non-sterile examination gloves,New Star Supply And Services (Pty)Ltd,10.4,3 000,Box of 100,2020-08-13,2020-08-18,-642825,-642825.0,148
Potential orders to investigate,Data Mistake,Negative order or payment amount,Defence,PPE001 Surgical masks for patients,Murangi Investment Group,10.0,60 000,Each,2020-08-19,2020-09-14,-600426,-600426.0,149
Potential orders to investigate,Data Mistake,Negative order or payment amount,Defence,PPE015 Non-sterile examination gloves,Mmaphefo Malahlela Development Projects (Pty)Ltd,380.0,4 000,Box of 100,2020-07-13,2020-07-22,-504033,-504033.0,150
Potential orders to investigate,Data Mistake,Negative order or payment amount,Knysna municipality,Hand Sanitizer 25L ALTCLEAN,0,0.0,-230.00,Each,,2020-07-17,-171953,-171952.6,151
Potential orders to investigate,Data Mistake,Negative order or payment amount,Knysna municipality,Hand Sanitizer 25L ALTCLEAN,0,0.0,-200.00,Each,,2020-12-15,-146000,-146000.0,152
Potential orders to investigate,Data Mistake,Negative order or payment amount,Knysna municipality,Hand Sanitizer 25L ALTCLEAN,0,0.0,-100.00,Each,,2021-04-06,-63250,-63250.0,153
Potential orders to investigate,Data Mistake,Negative order or payment amount,Department of health,PPE000 Other PPEs_GEM 3500 2X450 TESTS - AT WARD 3 COVID TSHEPONG HOSPITAL,Ilex (South Africa),0.0,0.00,0,2021-04-30,2021-08-06,-48144,371923.8,154
Potential orders to investigate,Data Mistake,Negative order or payment amount,Knysna municipality,Hand Sanitiser Gel (Anti-Microbial) 5lt,0,0.0,-200.00,Each,,2020-05-13,-41400,-41400.0,155
Potential orders to investigate,Data Mistake,Negative order or payment amount,Knysna municipality,Hand Sanitiser Gel (Anti-Microbial) 5lt,0,0.0,-100.00,Each,,2020-03-27,-32985,-32985.0,156
Potential orders to investigate,Data Mistake,Negative order or payment amount,Knysna municipality,Thermometer  ( Covid 19 ),0,0.0,-46.00,Each,2020-07-14,2020-07-16,-29900,-29900.0,157
Potential orders to investigate,Data Mistake,Negative order or payment amount,Department of health,PPE000 Other PPEs_WASTE MATLOSANA SUB DISTRICT FROM 1 APRIL 2021 -31 MARCH 2020,Phuting Medical Waste Management,0.0,0.00,0,2021-04-16,2021-01-06,-13984,511922.64,158
Potential orders to investigate,Data Mistake,Negative order or payment amount,Knysna municipality,Hand Sanitiser Gel (Anti-Microbial) 5lt,0,0.0,-120.00,Each,,2020-03-31,-12854,-12854.39,159
Potential orders to investigate,Data Mistake,Negative order or payment amount,Mpumalanga - health,Other_ACCOMMODATION,Zap Travel,3720.0,2.00,0,2021-07-21,2021-09-20,-7440,9036.0,160
Potential orders to investigate,Data Mistake,Negative order or payment amount,Mpumalanga - health,persal run_persal run,Persal Run,0.0,0.00,persal run,,2021-08-30,-2125,0.0,161
Potential orders to investigate,Data Mistake,Negative order or payment amount,Knysna municipality,Hand Sanitiser Gel (Anti-Microbial) 5lt,0,0.0,-9.00,Each,,2020-07-16,-1739,-1739.09,162
Potential orders to investigate,Data Mistake,Negative order or payment amount,Knysna municipality,Cleaner Solisan Sanitiser 70% Alcohol 5 LT,0,0.0,-7.00,Each,2020-07-21,2020-07-30,-1568,-1568.0,163
Potential orders to investigate,Data Mistake,Negative order or payment amount,Knysna municipality,Hand Sanitiser Gel (Anti-Microbial) 5lt,0,0.0,-7.00,Each,,2020-12-03,-1568,-1568.0,164
Potential orders to investigate,Data Mistake,Negative order or payment amount,Knysna municipality,Hand Sanitiser Gel (Anti-Microbial) 5lt,0,0.0,-7.00,Each,,2020-07-14,-1568,-1568.0,165
Potential orders to investigate,Data Mistake,Negative order or payment amount,Mpumalanga - health,Other_persal run,Dauth Am,,1.00,Other UOM,,2021-02-18,-1417,0.0,166
Potential orders to investigate,Data Mistake,Negative order or payment amount,Mpumalanga - health,Other_setup fee,Mg Mangobe,1000.0,1.00,Other UOM,2020-04-16,2020-04-21,-1000,2451000.0,167
Potential orders to investigate,Data Mistake,Negative order or payment amount,Knysna municipality,Hand Sanitiser Gel (Anti-Microbial) 5lt,0,0.0,-1.00,Each,2021-04-19,2021-04-16,-172,-171.52,168
Potential orders to investigate,Data Mistake,Negative order or payment amount,Defence,PPE015 Non-sterile examination gloves,Inter African Trading Mljm (Pty) Ltd,290.0,2500.00,Box of 100,2020-10-09,,0,-635520.0,169
Potential orders to investigate,Data Mistake,Negative order or payment amount,Media information and communication technologies sector education and training authority,0,0,0.0,0.00,0,,,0,-5320.0,170
Potential orders to investigate,Data Mistake,Negative order or payment amount,Ethekwini municipality,PPE002 Surgical masks for healt care workers_MASK N95 PARTICULATE,Megatest,16.0,10000.00,Each,2020-05-15,2020-05-15,184000,-184000.0,171
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Ndimo Trading Cc,1.0,430900.00,Other UOM,2020-08-27,,0,430900.0,172
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Faranani Housing Projects,1.0,100740.00,Other UOM,2020-08-21,,0,100740.0,173
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Faranani Housing Projects,1.0,208150.00,Other UOM,2020-08-21,,0,208150.0,174
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Mehloling,1.0,289999.00,Other UOM,2020-08-21,,0,289999.0,175
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,0,11.57,19270.00,Other UOM,2020-08-07,,0,223000.0,176
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,0,5.76,50000.00,Other UOM,2020-08-07,,0,288100.0,177
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Abaphumeleli Trading 101 Cc,2.7,50000.00,Other UOM,2020-08-07,,0,135000.0,178
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Kalako Developers Civil And Securit,210850.0,1.00,Other UOM,2020-06-07,,0,210850.0,179
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Many Money Trading 51,351000.0,1.00,Other UOM,2020-06-07,,0,351000.0,180
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,0,6.88,41250.00,Other UOM,2020-06-07,,0,284000.0,181
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Tinissa Trading 28 Cc,3.27,41250.00,Other UOM,2020-06-07,,0,135000.0,182
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Ndimo Trading Cc,1.63,75000.00,Other UOM,2020-06-07,2020-07-09,122000,122000.0,183
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Iketseng Business Enterprise,5.88,22940.00,Other UOM,2020-08-07,2020-08-19,135000,135000.0,184
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Ntjatje Construction & Projects (Pt,4.16,42800.00,Other UOM,2020-06-29,2020-07-22,178080,178080.0,185
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,0,12.85,15000.00,Other UOM,2020-06-29,2020-08-28,192750,192750.0,186
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,0,3.66,53708.00,Other UOM,2020-06-07,2020-05-08,196310,196310.0,187
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Mathaga Maintenance And Supply,3.83,53708.00,Other UOM,2020-06-07,2020-05-08,205842,205842.0,188
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,0,5.36,39000.00,Other UOM,2020-06-07,2020-09-15,209000,209000.0,189
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,0,15.86,13230.00,Other UOM,2020-08-07,2020-07-22,209800,209800.0,190
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Wg Investments,16.0,13230.00,Other UOM,2020-08-07,2020-07-22,211700,211700.0,191
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Joyce And Sons,212400.0,1.00,Other UOM,2020-08-07,2020-09-14,212400,212400.0,192
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Ataromark,1.0,212500.00,Other UOM,2020-06-07,2020-07-22,212500,212500.0,193
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Dikwankwetla 213,212900.0,1.00,Other UOM,2020-06-07,2020-07-22,212900,212900.0,194
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Msp Trading 261,5.54,39000.00,Other UOM,2020-06-07,2020-09-15,216000,216000.0,195
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Fgrg Holdings,217400.0,1.00,Other UOM,2020-06-07,2020-07-31,217400,217400.0,196
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Unathino,1.0,218376.00,Other UOM,2020-06-07,2020-07-22,218376,218376.0,197
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Vengarex,219620.0,1.00,Other UOM,2020-06-07,2020-08-20,219620,219620.0,198
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Renhlakanipho Projects,1.0,219900.00,Other UOM,2020-06-07,2020-08-20,219900,219900.0,199
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Leteka Consulting,1.0,222900.00,Other UOM,2020-06-07,2020-07-22,222900,222900.0,200
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Roshen Holdings,1.0,226090.00,Other UOM,2020-06-07,2020-07-22,226090,226090.0,201
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Kupenya,1.0,227000.00,Other UOM,2020-06-07,2020-05-08,227000,227000.0,202
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Zwanda Engineering Services And,1.0,228200.00,Other UOM,2020-06-07,2020-08-27,228200,228200.0,203
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,0,5.4,42800.00,Other UOM,2020-06-29,2020-07-22,231311,231311.0,204
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Son Of Success,15.58,15000.00,Other UOM,2020-06-29,2020-08-28,233750,233750.0,205
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Dream Family Trading Enterprise,235800.0,1.00,Other UOM,2020-06-07,2020-07-29,235800,235800.0,206
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Seishoni Trading Enterprise,1.0,238200.00,Other UOM,2020-08-07,2020-12-08,238200,238200.0,207
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Lu And K Products,241000.0,1.00,Other UOM,2020-08-07,2020-07-29,241000,241000.0,208
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Pressing Forward,246200.0,1.00,Other UOM,2020-06-07,2020-07-31,246200,246200.0,209
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Parls Holdings,1.0,250000.00,Other UOM,,2020-09-29,250000,0.0,210
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Iketseng Business Enterprise,263697.0,1.00,Other UOM,2020-06-07,2020-08-19,263697,263697.0,211
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Lawmab Consulting,265000.0,1.00,Other UOM,2020-06-07,2020-07-29,265000,265000.0,212
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Ifa Training,1.0,269652.00,Other UOM,,2020-09-29,269652,0.0,213
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Gs Protection Group,270000.0,1.00,Other UOM,2020-06-07,2020-08-20,270000,270000.0,214
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,0,12.5,22940.00,Other UOM,2020-08-07,2020-08-19,286700,286700.0,215
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,0,15.2,19700.00,Other UOM,2020-06-29,2020-07-29,299518,299518.0,216
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,0,4.09,75000.00,Other UOM,2020-06-07,2020-07-09,307000,307000.0,217
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,0,3.73,85000.00,Other UOM,2020-06-25,2020-08-20,317400,317400.0,218
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,0,8.5,40000.00,Other UOM,2020-08-07,2020-08-27,340000,340000.0,219
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,0,7.63,47200.00,Other UOM,2020-06-23,2020-07-22,360074,360074.0,220
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Ishe On Task,36.1,10250.00,Other UOM,2020-06-29,2020-07-22,370000,370000.0,221
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Mpr Construction And Projects,1.0,415500.00,Other UOM,2020-06-07,2020-08-26,415500,415500.0,222
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Heritage Projects And Consultancy,1.0,424500.00,Other UOM,2020-08-07,2020-07-31,424500,424500.0,223
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Minqi Projects And Trading,10.51,19270.00,Other UOM,2020-08-07,2020-08-20,425500,202500.0,224
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Vhuyo Consulting,1.0,461500.00,Other UOM,,2020-09-29,461500,0.0,225
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Blue Crane Global,26.9,19700.00,Other UOM,2020-06-29,2020-07-29,529980,529980.0,226
Orders flagged by media,Fogging,Gauteng Education sanitising schools,Gauteng - education,PPE021 Sanitising of buildings,Lunako Solutions,1.0,540000.00,Other UOM,,2020-09-29,540000,0.0,227
